data,tag,spe_tag,caption,label,pred
D:/Weather conditions driving classification data (All)/images/Rainy\frame5265.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5266.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5267.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5268.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5269.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame527.jpg,['traffic light | fog | rain | windshield | highway | road | car | drive | green'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5270.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5271.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5272.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5273.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5274.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5275.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5276.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5277.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5278.jpg,['fog | rain | intersection | road | street | car | drive | foggy'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5279.jpg,['fog | rain | city | intersection | road | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame528.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,driving on a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5280.jpg,['fog | rain | city | intersection | road | street | car'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5281.jpg,['fog | rain | city | intersection | road | street | car'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5282.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5283.jpg,['rain | road | street | car | truck | drive | white'],weather,a white delivery truck driving down a cross walk,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame5284.jpg,['rain | van | road | street | car | truck | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5285.jpg,['rain | traffic | intersection | road | street | car | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5286.jpg,['rain | intersection | vehicle | road | street | car | drive | white'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5287.jpg,['rain | traffic | intersection | road | street | car | drive'],weather,a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5288.jpg,['rain | intersection | city street | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5289.jpg,['fog | rain | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame529.jpg,['fog | rain | windshield | highway | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5290.jpg,['fog | rain | intersection | city street | road | street | car | truck | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5291.jpg,['rain | intersection | city street | road | street | car | truck | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5292.jpg,['rain | intersection | city street | road | street | car | truck | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5293.jpg,['rain | city street | road | street | car | truck | drive'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5294.jpg,['rain | city street | road | street | truck | drive'],weather,it is a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5295.jpg,['rain | city street | road | street | car | truck | drive'],weather,a white delivery truck driving down a cross walk,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame5296.jpg,['fog | rain | city | intersection | road | street | car | drive'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5297.jpg,['fog | rain | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5298.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5299.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame53.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame530.jpg,['fog | rain | highway | road | car | drive'],weather,driving on a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5300.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5301.jpg,['fog | rain | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5302.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5303.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5304.jpg,['fog | rain | city | intersection | road | street | car'],weather,a cross walk on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5305.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5306.jpg,['fog | rain | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5307.jpg,['fog | rain | city | intersection | road | morning | street | car | foggy'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5308.jpg,['fog | rain | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5309.jpg,['fog | rain | city | intersection | road | morning | street | car'],weather,it's a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame531.jpg,['fog | rain | traffic | highway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5310.jpg,['fog | rain | intersection | road | morning | street | car'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5311.jpg,['fog | rain | city | intersection | road | street | car | drive | foggy'],weather,it is a rainy day in the neighborhood,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame5312.jpg,['fog | rain | intersection | road | street | car | drive | foggy'],weather,the view of a cross walk on a rainy day,Rainy,1
